title,price,item_id,genres_Action,genres_Adventure,genres_Free to Play,t_recom,t_sent_neg,t_sent_pos
broforce,14.99,274190,0,1,0,64,7,58
broforce,14.99,274190,0,0,0,64,7,58
war of beach,0.0,398840,1,0,0,1,0,1
war of beach,0.0,398840,0,0,1,1,0,1
war of beach,0.0,398840,0,0,0,1,0,1
tales of zestiria,49.99,351970,0,0,0,5,1,5
overlord: fellowship of evil,18.99,306670,1,0,0,0,1,0
overlord: fellowship of evil,18.99,306670,0,1,0,0,1,0
rocket league® - back to the future™ car pack,1.99,405170,1,0,0,5,0,6
rocket league® - back to the future™ car pack,1.99,405170,0,0,0,5,0,6
kingdom: classic,4.99,368230,0,0,0,4,2,2
noct,9.99,330570,1,0,0,2,1,1
noct,9.99,330570,0,0,0,2,1,1
the park,12.99,402020,0,1,0,0,1,0
divinity: original sin - enhanced edition,39.99,373420,0,1,0,2,0,2
divinity: original sin - enhanced edition,39.99,373420,0,0,0,2,0,2
mx vs. atv supercross encore,29.99,282050,0,0,0,0,0,1
pink hour,0.0,409670,1,0,0,3,0,3
pink hour,0.0,409670,0,0,1,3,0,3
pink hour,0.0,409670,0,0,0,3,0,3
zoombinis,9.99,397430,0,1,0,2,0,2
zoombinis,9.99,397430,0,0,0,2,0,2
death tractor,3.99,375040,1,0,0,1,0,1
death tractor,3.99,375040,0,0,0,1,0,1
endless sky,0.0,404410,1,0,0,5,1,5
endless sky,0.0,404410,0,1,0,5,1,5
endless sky,0.0,404410,0,0,1,5,1,5
endless sky,0.0,404410,0,0,0,5,1,5
euro fishing,19.99,314520,0,0,0,1,0,1
anno 2205™,39.99,375910,0,0,0,1,0,2
firefight reloaded,0.0,397680,1,0,0,0,1,0
firefight reloaded,0.0,397680,0,0,0,0,1,0
call of duty®: black ops iii,59.99,311210,1,0,0,54,23,64
call of duty®: black ops iii,59.99,311210,0,1,0,54,23,64
the fall of the dungeon guardians - enhanced edition,19.99,409450,0,0,0,1,0,1
fortresscraft evolved!,12.99,254200,0,1,0,0,2,0
fortresscraft evolved!,12.99,254200,0,0,0,0,2,0
life is feudal: your own,39.99,290080,1,0,0,12,2,15
life is feudal: your own,39.99,290080,0,0,0,12,2,15
mordheim: city of the damned,39.99,276810,0,0,0,1,0,1
bitardia,4.99,405010,1,0,0,1,0,1
bitardia,4.99,405010,0,1,0,1,0,1
bitardia,4.99,405010,0,0,0,1,0,1
gender bender dna twister extreme,24.99,321060,0,0,0,2,1,2
one more dungeon,4.99,415030,1,0,0,1,0,1
one more dungeon,4.99,415030,0,0,0,1,0,1
just cause™ 3,49.99,225540,1,0,0,32,10,32
just cause™ 3,49.99,225540,0,1,0,32,10,32
hurtworld,24.99,393420,1,0,0,17,8,10
hurtworld,24.99,393420,0,1,0,17,8,10
hurtworld,24.99,393420,0,0,0,17,8,10
reveal the deep,0.99,411560,0,0,0,1,0,2
wild season,16.99,328220,0,0,0,1,0,2
notrium,1.99,349100,1,0,0,1,0,1
notrium,1.99,349100,0,1,0,1,0,1
notrium,1.99,349100,0,0,0,1,0,1
mechwarrior online™,0.0,342200,1,0,0,3,0,3
mechwarrior online™,0.0,342200,0,0,1,3,0,3
mechwarrior online™,0.0,342200,0,0,0,3,0,3
reign of kings,19.99,344760,1,0,0,36,11,39
reign of kings,19.99,344760,0,1,0,36,11,39
reign of kings,19.99,344760,0,0,0,36,11,39
cards and castles,0.0,360730,0,0,1,1,0,1
cards and castles,0.0,360730,0,0,0,1,0,1
pixel survivors,3.99,342970,0,0,0,2,1,1
layers of fear,19.99,391720,0,1,0,5,2,3
layers of fear,19.99,391720,0,0,0,5,2,3
toy soldiers: complete,14.99,262120,1,0,0,1,0,2
toy soldiers: complete,14.99,262120,0,0,0,1,0,2
plague inc: evolved,14.99,246620,0,0,0,39,8,31
better late than dead,14.99,352950,1,0,0,2,0,3
better late than dead,14.99,352950,0,1,0,2,0,3
better late than dead,14.99,352950,0,0,0,2,0,3
defy gravity extended,1.99,96100,1,0,0,10,1,13
defy gravity extended,1.99,96100,0,0,0,10,1,13
anna's quest,19.99,327220,0,1,0,1,0,1
anna's quest,19.99,327220,0,0,0,1,0,1
offworld trading company,19.99,271240,0,0,0,2,0,3
jack nicklaus perfect golf,34.99,288140,0,0,0,0,0,1
riff racer - race your music!,9.99,351990,0,0,0,1,0,1
the way of life free edition,0.0,310370,0,0,1,31,13,26
the way of life free edition,0.0,310370,0,0,0,31,13,26
rwby: grimm eclipse,19.99,418340,1,0,0,13,1,12
rwby: grimm eclipse,19.99,418340,0,1,0,13,1,12
rwby: grimm eclipse,19.99,418340,0,0,0,13,1,12
starbound,14.99,211820,1,0,0,286,21,281
starbound,14.99,211820,0,1,0,286,21,281
starbound,14.99,211820,0,0,0,286,21,281
ratz instagib,8.99,338170,1,0,0,13,1,12
ratz instagib,8.99,338170,0,0,0,13,1,12
infectonator: survivors,9.99,269310,1,0,0,2,0,2
infectonator: survivors,9.99,269310,0,1,0,2,0,2
infectonator: survivors,9.99,269310,0,0,0,2,0,2
ace academy,19.99,396650,1,0,0,1,0,1
ace academy,19.99,396650,0,1,0,1,0,1
ace academy,19.99,396650,0,0,0,1,0,1
fractured space,0.0,310380,1,0,0,16,4,13
fractured space,0.0,310380,0,0,1,16,4,13
fractured space,0.0,310380,0,0,0,16,4,13
heroes &amp; generals,0.0,227940,1,0,0,139,41,143
heroes &amp; generals,0.0,227940,0,0,1,139,41,143
heroes &amp; generals,0.0,227940,0,0,0,139,41,143
bossconstructor,14.99,330100,1,0,0,1,0,1
bossconstructor,14.99,330100,0,0,0,1,0,1
planet explorers,14.99,237870,1,0,0,6,0,8
planet explorers,14.99,237870,0,1,0,6,0,8
planet explorers,14.99,237870,0,0,0,6,0,8
killing floor 2,29.99,232090,1,0,0,92,23,81
dungeon souls,12.99,383230,1,0,0,1,0,1
dungeon souls,12.99,383230,0,1,0,1,0,1
dungeon souls,12.99,383230,0,0,0,1,0,1
bios,14.99,350600,1,0,0,1,0,1
bios,14.99,350600,0,0,0,1,0,1
lego® worlds,29.99,332310,0,1,0,10,1,10
reflex arena,9.99,328070,1,0,0,3,0,3
reflex arena,9.99,328070,0,0,0,3,0,3
rivals of aether,14.99,383980,0,0,0,6,2,4
ballistic overkill,11.99,296300,1,0,0,1,1,0
ballistic overkill,11.99,296300,0,0,0,1,1,0
face it - a game to fight inner demons,3.99,364050,1,0,0,2,1,3
face it - a game to fight inner demons,3.99,364050,0,1,0,2,1,3
face it - a game to fight inner demons,3.99,364050,0,0,0,2,1,3
dungeon defenders ii,0.0,236110,1,0,0,28,2,30
dungeon defenders ii,0.0,236110,0,0,1,28,2,30
dungeon defenders ii,0.0,236110,0,0,0,28,2,30
we slay monsters,13.99,332540,0,0,0,1,0,1
secret world legends,0.0,215280,1,0,0,6,1,6
secret world legends,0.0,215280,0,1,0,6,1,6
secret world legends,0.0,215280,0,0,1,6,1,6
secret world legends,0.0,215280,0,0,0,6,1,6
the long dark,34.99,305620,0,1,0,30,4,26
the long dark,34.99,305620,0,0,0,30,4,26
sky rogue,19.99,381020,1,0,0,1,0,1
sky rogue,19.99,381020,0,0,0,1,0,1
fishing planet,0.0,380600,0,0,1,9,2,9
fishing planet,0.0,380600,0,0,0,9,2,9
ark: survival evolved,59.99,346110,1,0,0,156,42,150
ark: survival evolved,59.99,346110,0,1,0,156,42,150
ark: survival evolved,59.99,346110,0,0,0,156,42,150
overgrowth,29.99,25000,1,0,0,18,1,19
overgrowth,29.99,25000,0,0,0,18,1,19
grimoire: manastorm,0.0,335430,1,0,0,2,1,2
grimoire: manastorm,0.0,335430,0,0,1,2,1,2
grimoire: manastorm,0.0,335430,0,0,0,2,1,2
gang beasts,19.99,285900,1,0,0,15,5,12
gang beasts,19.99,285900,0,1,0,15,5,12
gang beasts,19.99,285900,0,0,0,15,5,12
codename cure,0.0,355180,1,0,0,10,7,9
codename cure,0.0,355180,0,0,1,10,7,9
brawlhalla,0.0,291550,1,0,0,30,5,26
brawlhalla,0.0,291550,0,0,1,30,5,26
brawlhalla,0.0,291550,0,0,0,30,5,26
project nimbus,19.99,257030,1,0,0,1,1,0
project nimbus,19.99,257030,0,0,0,1,1,0
autocraft,9.99,287220,0,0,0,0,0,1
robocraft,0.0,301520,1,0,0,222,47,219
robocraft,0.0,301520,0,0,1,222,47,219
robocraft,0.0,301520,0,0,0,222,47,219
tree of life,19.99,361800,0,0,0,1,0,1
castle story,24.99,227860,0,0,0,4,1,6
20xx,14.99,322110,1,0,0,2,0,2
20xx,14.99,322110,0,0,0,2,0,2
project explore,4.99,357650,1,0,0,1,0,1
project explore,4.99,357650,0,1,0,1,0,1
project explore,4.99,357650,0,0,0,1,0,1
dreamfall chapters,24.99,237850,0,1,0,2,0,2
dreamfall chapters,24.99,237850,0,0,0,2,0,2
unturned,0.0,304930,1,0,0,822,134,758
unturned,0.0,304930,0,1,0,822,134,758
unturned,0.0,304930,0,0,0,822,134,758
unturned,0.0,304930,0,0,1,822,134,758
cryptark,14.99,344740,1,0,0,1,1,1
cryptark,14.99,344740,0,1,0,1,1,1
cryptark,14.99,344740,0,0,0,1,1,1
armed with wings: rearmed,9.99,340580,1,0,0,1,0,1
armed with wings: rearmed,9.99,340580,0,0,0,1,0,1
hover,19.99,280180,1,0,0,2,0,2
hover,19.99,280180,0,1,0,2,0,2
hover,19.99,280180,0,0,0,2,0,2
dead realm,14.99,352460,1,0,0,20,2,18
dead realm,14.99,352460,0,1,0,20,2,18
dead realm,14.99,352460,0,0,0,20,2,18
games of glory,0.0,342150,1,0,0,0,0,2
games of glory,0.0,342150,0,0,1,0,0,2
games of glory,0.0,342150,0,0,0,0,0,2
crawl,14.99,293780,1,0,0,4,0,4
crawl,14.99,293780,0,0,0,4,0,4
voxelized,3.99,344040,0,1,0,2,2,3
voxelized,3.99,344040,0,0,0,2,2,3
poi,14.99,401810,1,0,0,1,0,1
poi,14.99,401810,0,1,0,1,0,1
poi,14.99,401810,0,0,0,1,0,1
logicbots,19.99,290020,0,0,0,1,0,1
call to arms,0.0,302670,1,0,0,4,0,4
call to arms,0.0,302670,0,0,1,4,0,4
call to arms,0.0,302670,0,0,0,4,0,4
european ship simulator,19.99,299250,0,0,0,1,0,1
major\minor,19.99,417990,0,1,0,1,1,0
major\minor,19.99,417990,0,0,0,1,1,0
rocksmith® 2014 edition - remastered,39.99,221680,0,0,0,10,1,9
mad games tycoon,14.99,341000,0,0,0,1,0,1
toxikk™,0.0,324810,1,0,0,5,1,5
toxikk™,0.0,324810,0,0,1,5,1,5
toxikk™,0.0,324810,0,0,0,5,1,5
how to survive 2,14.99,360170,1,0,0,0,1,0
how to survive 2,14.99,360170,0,1,0,0,1,0
how to survive 2,14.99,360170,0,0,0,0,1,0
solforge,0.0,232450,0,0,0,1,0,1
solforge,0.0,232450,0,0,1,1,0,1
polarity,12.99,315430,1,0,0,5,1,6
polarity,12.99,315430,0,1,0,5,1,6
polarity,12.99,315430,0,0,0,5,1,6
dubwars,9.99,290000,1,0,0,1,0,1
dubwars,9.99,290000,0,0,0,1,0,1
poly bridge,11.99,367450,0,0,0,2,0,2
shoppe keep,9.99,381120,0,1,0,4,0,4
shoppe keep,9.99,381120,0,0,0,4,0,4
melody's escape,9.99,270210,0,0,0,7,0,7
flesh eaters,1.99,383580,1,0,0,4,0,4
flesh eaters,1.99,383580,0,1,0,4,0,4
flesh eaters,1.99,383580,0,0,0,4,0,4
pro gamer manager,9.99,408740,0,0,0,0,0,1
don't starve together,14.99,322330,0,1,0,93,18,77
don't starve together,14.99,322330,0,0,0,93,18,77
rogue stormers,19.99,299480,1,0,0,0,0,1
rogue stormers,19.99,299480,0,0,0,0,0,1
the howler,1.99,306040,0,0,0,1,0,1
phantasmal: survival horror roguelike,14.99,342550,0,0,0,1,0,1
the deer,0.99,400240,0,1,0,1,0,1
the deer,0.99,400240,0,0,0,1,0,1
out there somewhere,0.49,263980,1,0,0,7,1,6
out there somewhere,0.49,263980,0,1,0,7,1,6
out there somewhere,0.49,263980,0,0,0,7,1,6
on my own,4.99,351730,0,1,0,0,0,1
on my own,4.99,351730,0,0,0,0,0,1
woodle tree adventures,2.99,299460,1,0,0,6,3,7
woodle tree adventures,2.99,299460,0,1,0,6,3,7
woodle tree adventures,2.99,299460,0,0,0,6,3,7
grim dawn,24.99,219990,1,0,0,8,0,8
grim dawn,24.99,219990,0,1,0,8,0,8
grim dawn,24.99,219990,0,0,0,8,0,8
bierzerkers,4.99,348460,1,0,0,0,0,1
bierzerkers,4.99,348460,0,0,0,0,0,1
gnomoria,14.99,224500,0,0,0,5,1,6
the quest,9.99,428880,0,1,0,1,0,1
the quest,9.99,428880,0,0,0,1,0,1
victory: the age of racing,0.0,264120,0,0,1,3,0,3
victory: the age of racing,0.0,264120,0,0,0,3,0,3
o3dx,7.99,363270,1,0,0,1,0,2
o3dx,7.99,363270,0,0,0,1,0,2
gasp,0.0,412400,1,0,0,1,1,1
gasp,0.0,412400,0,0,0,1,1,1
gasp,0.0,412400,0,0,1,1,1,1
darkest dungeon®,24.99,262060,0,0,0,19,10,13
szone-online,0.0,316390,1,0,0,2,1,2
szone-online,0.0,316390,0,0,1,2,1,2
szone-online,0.0,316390,0,0,0,2,1,2
red crucible®: firestorm,0.0,298240,1,0,0,9,1,12
red crucible®: firestorm,0.0,298240,0,0,0,9,1,12
red crucible®: firestorm,0.0,298240,0,0,1,9,1,12
dragon saga,0.0,381990,0,0,1,1,1,0
dragon saga,0.0,381990,0,0,0,1,1,0
heaven island - vr mmo,0.99,400250,0,1,0,1,1,0
heaven island - vr mmo,0.99,400250,0,0,0,1,1,0
commander cool 2,2.99,356070,1,0,0,5,0,5
commander cool 2,2.99,356070,0,0,0,5,0,5
wick,5.99,418300,1,0,0,1,0,1
wick,5.99,418300,0,1,0,1,0,1
wick,5.99,418300,0,0,0,1,0,1
gunslingers,0.0,416670,0,0,1,0,0,1
gunslingers,0.0,416670,0,0,0,0,0,1
simpleplanes,12.99,397340,0,0,0,3,1,2
turok,19.99,405820,1,0,0,1,0,1
turok,19.99,405820,0,1,0,1,0,1
total annihilation,4.99,298030,0,0,0,3,1,2
underrail,14.99,250520,0,0,0,2,0,2
avaris 2: the return of the empress,7.99,421890,1,0,0,0,0,1
avaris 2: the return of the empress,7.99,421890,0,0,0,0,0,1
squad,39.99,393380,1,0,0,8,2,7
squad,39.99,393380,0,0,0,8,2,7
pyramid raid,2.99,386510,1,0,0,0,0,1
pyramid raid,2.99,386510,0,0,0,0,0,1
metal war online: retribution,0.0,412470,1,0,0,1,0,1
metal war online: retribution,0.0,412470,0,0,1,1,0,1
metal war online: retribution,0.0,412470,0,0,0,1,0,1
battle chess: game of kings™,29.99,200150,0,0,0,1,0,1
devilian,0.0,407510,1,0,0,2,0,2
devilian,0.0,407510,0,0,1,2,0,2
devilian,0.0,407510,0,0,0,2,0,2
pewdiepie: legend of the brofist,7.99,390520,1,0,0,1,0,1
pewdiepie: legend of the brofist,7.99,390520,0,1,0,1,0,1
pewdiepie: legend of the brofist,7.99,390520,0,0,0,1,0,1
lightning returns™: final fantasy® xiii,19.99,345350,0,0,0,2,0,2
raiden legacy - steam edition,9.99,407600,1,0,0,1,0,1
the mean greens - plastic warfare,9.99,360940,1,0,0,2,1,4
the mean greens - plastic warfare,9.99,360940,0,0,0,2,1,4
nuclear throne,11.99,242680,1,0,0,28,4,24
nuclear throne,11.99,242680,0,0,0,28,4,24
helldivers™,19.99,394510,1,0,0,2,0,2
nyan cat: lost in space,2.99,415420,1,0,0,4,0,4
nyan cat: lost in space,2.99,415420,0,0,0,4,0,4
"dr. langeskov, the tiger, and the terribly cursed emerald: a whirlwind heist",0.0,409160,0,0,1,13,1,12
"dr. langeskov, the tiger, and the terribly cursed emerald: a whirlwind heist",0.0,409160,0,0,0,13,1,12
community college hero: trial by fire,3.99,423120,0,0,0,1,0,1
warhammer: end times - vermintide sigmar's blessing,0.0,419070,1,0,0,3,1,3
warhammer: end times - vermintide sigmar's blessing,0.0,419070,0,0,0,3,1,3
steel rain,9.99,387240,1,0,0,1,0,1
steel rain,9.99,387240,0,0,0,1,0,1
tom clancy's rainbow six® siege,14.99,359550,1,0,0,11,7,11
the isle,19.99,376210,1,0,0,1,0,1
the isle,19.99,376210,0,1,0,1,0,1
the isle,19.99,376210,0,0,0,1,0,1
sphere iii: enchanted world,0.0,397040,1,0,0,1,0,2
sphere iii: enchanted world,0.0,397040,0,0,1,1,0,2
sphere iii: enchanted world,0.0,397040,0,0,0,1,0,2
don't starve: shipwrecked,4.99,393010,0,1,0,4,0,4
don't starve: shipwrecked,4.99,393010,0,0,0,4,0,4
carpe diem,0.0,423880,0,0,0,14,4,10
carpe diem,0.0,423880,0,0,1,14,4,10
might &amp; magic heroes online,0.0,336520,0,0,1,0,0,3
might &amp; magic heroes online,0.0,336520,0,0,0,0,0,3
clannad,49.99,324160,0,1,0,1,0,1
clannad,49.99,324160,0,0,0,1,0,1
idle civilization,4.99,418910,0,0,0,1,0,1
zero punctuation: hatfall - hatters gonna hat edition,4.99,403700,1,0,0,1,0,1
a study in steampunk: choice by gaslight,3.99,421630,0,0,0,1,0,1
emily is away,0.0,417860,0,1,0,140,34,115
emily is away,0.0,417860,0,0,0,140,34,115
emily is away,0.0,417860,0,0,1,140,34,115
thea: the awakening,19.99,378720,0,0,0,1,0,1
hard west,19.99,307670,0,1,0,1,0,1
hard west,19.99,307670,0,0,0,1,0,1
assassin's creed® syndicate,39.99,368500,1,0,0,2,0,3
assassin's creed® syndicate,39.99,368500,0,1,0,2,0,3
highschool romance,9.99,398100,0,0,0,2,0,2
steel ocean,0.0,390670,0,0,1,3,0,4
steel ocean,0.0,390670,0,0,0,3,0,4
mushihimesama,19.99,377860,1,0,0,1,0,1
impossible creatures steam edition,9.99,324680,0,0,0,1,0,1
genesis online,0.0,409510,1,0,0,1,1,1
genesis online,0.0,409510,0,0,1,1,1,1
turbo pug,0.99,418070,0,0,0,8,0,8
written in the sky,0.0,416130,1,0,0,1,0,1
written in the sky,0.0,416130,0,1,0,1,0,1
written in the sky,0.0,416130,0,0,0,1,0,1
fallout 4,29.99,377160,0,0,0,129,22,120
liftoff,19.99,410340,0,0,0,3,0,4
mini metro,9.99,287980,0,0,0,11,0,11
diabolical,5.99,416640,0,0,0,3,1,2
age of empires ii hd: the african kingdoms,9.99,355950,0,0,0,1,1,0
air brawl,0.0,375600,1,0,0,3,0,3
air brawl,0.0,375600,0,0,0,3,0,3
fallout: a post nuclear role playing game,9.99,38400,0,0,0,7,3,4
sonic lost world,29.99,329440,0,1,0,3,1,3
hyperdimension neptunia re;birth3 v generation / 神次次元ゲイム ネプテューヌre;birth3 v century,29.99,353270,0,0,0,3,0,3
electric highways,0.0,412140,0,1,0,2,0,2
electric highways,0.0,412140,0,0,1,2,0,2
electric highways,0.0,412140,0,0,0,2,0,2
bearzerkers,12.99,325300,1,0,0,1,0,1
bearzerkers,12.99,325300,0,0,0,1,0,1
zombie exodus,7.99,411570,0,0,0,1,1,0
warhammer: end times - vermintide,29.99,235540,1,0,0,12,3,11
warhammer: end times - vermintide,29.99,235540,0,0,0,12,3,11
rpg maker mv,79.99,363890,0,0,0,2,0,2
200% mixed juice!,6.99,335190,0,1,0,1,0,1
200% mixed juice!,6.99,335190,0,0,0,1,0,1
kingdoms,9.99,409590,1,0,0,1,1,0
kingdoms,9.99,409590,0,1,0,1,1,0
kingdoms,9.99,409590,0,0,0,1,1,0
chaos reborn,9.99,319050,0,0,0,4,1,3
murder,0.99,404080,0,1,0,0,0,1
murder,0.99,404080,0,0,0,0,0,1
wurm unlimited,29.99,366220,0,1,0,1,0,1
wurm unlimited,29.99,366220,0,0,0,1,0,1
rebel galaxy,19.99,290300,1,0,0,1,0,1
rebel galaxy,19.99,290300,0,1,0,1,0,1
rebel galaxy,19.99,290300,0,0,0,1,0,1
timber and stone,12.99,408990,0,0,0,1,0,1
ampersand,0.99,410210,0,0,0,2,2,1
human resource machine,9.99,375820,0,0,0,4,0,4
planetbase,19.99,403190,0,0,0,1,0,2
crusaders of the lost idols,0.0,402840,0,0,0,2,0,2
crusaders of the lost idols,0.0,402840,0,0,1,2,0,2
minecraft: story mode - a telltale games series,24.99,376870,0,1,0,15,4,15
deus ex: revision,0.0,397550,1,0,0,1,0,1
deus ex: revision,0.0,397550,0,1,0,1,0,1
deus ex: revision,0.0,397550,0,0,0,1,0,1
rocket league® - revenge of the battle-cars dlc pack,3.99,399730,1,0,0,1,0,1
rocket league® - revenge of the battle-cars dlc pack,3.99,399730,0,0,0,1,0,1
secret ponchos,14.99,265750,1,0,0,4,0,5
secret ponchos,14.99,265750,0,0,0,4,0,5
the age of decadence,29.99,230070,0,0,0,1,1,0
paint the town red,14.99,337320,1,0,0,6,1,5
paint the town red,14.99,337320,0,0,0,6,1,5
wrc 5 fia world rally championship,39.99,354160,0,0,0,1,1,0
sid meier's civilization: beyond earth - rising tide,29.99,353830,0,0,0,1,0,1
korwin the game,1.99,375030,1,0,0,1,0,1
korwin the game,1.99,375030,0,0,0,1,0,1
stigmat,3.99,403570,0,1,0,0,0,1
stigmat,3.99,403570,0,0,0,0,0,1
the beginner's guide,9.99,303210,0,1,0,32,4,31
the beginner's guide,9.99,303210,0,0,0,32,4,31
pixel galaxy,9.99,370480,1,0,0,1,0,1
pixel galaxy,9.99,370480,0,0,0,1,0,1
block n load - 560 platinum bar pack,3.99,400842,1,0,0,1,0,1
block n load - 560 platinum bar pack,3.99,400842,0,0,1,1,0,1
block n load - 560 platinum bar pack,3.99,400842,0,0,0,1,0,1
samurai warriors 4-ii,49.99,348470,1,0,0,2,0,2
nba 2k16,59.99,370240,0,0,0,0,4,1
grand ages: medieval,19.99,310470,0,0,0,1,0,1
golden rush,0.0,385890,1,0,0,1,0,1
golden rush,0.0,385890,0,0,1,1,0,1
golden rush,0.0,385890,0,0,0,1,0,1
missing translation,0.0,395520,0,1,0,3,0,3
missing translation,0.0,395520,0,0,0,3,0,3
missing translation,0.0,395520,0,0,1,3,0,3
else heart.break(),24.99,400110,0,1,0,1,0,1
else heart.break(),24.99,400110,0,0,0,1,0,1
blood bowl 2,19.99,236690,0,0,0,1,0,1
sc2vn - the esports visual novel,0.0,404480,0,1,0,5,0,5
sc2vn - the esports visual novel,0.0,404480,0,0,0,5,0,5
sc2vn - the esports visual novel,0.0,404480,0,0,1,5,0,5
my paper boat,4.99,381850,0,1,0,1,0,1
my paper boat,4.99,381850,0,0,0,1,0,1
nyctophilia,0.0,402890,0,1,0,0,0,1
nyctophilia,0.0,402890,0,0,1,0,0,1
nyctophilia,0.0,402890,0,0,0,0,0,1
timberman,0.99,398710,1,0,0,3,0,3
timberman,0.99,398710,0,0,0,3,0,3
battle of empires : 1914-1918 -  british empire,4.99,383450,1,0,0,1,0,1
battle of empires : 1914-1918 -  british empire,4.99,383450,0,0,0,1,0,1
simply chess,0.0,312280,0,0,0,4,1,3
simply chess,0.0,312280,0,0,1,4,1,3
destiny warriors rpg,2.99,399790,0,1,0,2,0,2
destiny warriors rpg,2.99,399790,0,0,0,2,0,2
frozen free fall: snowball fight,0.0,357480,0,0,0,5,5,4
frozen free fall: snowball fight,0.0,357480,0,0,1,5,5,4
fault - milestone two side:above,14.99,344770,0,0,0,2,0,2
"warhammer 40,000: regicide",14.99,322910,1,0,0,3,1,3
"warhammer 40,000: regicide",14.99,322910,0,0,0,3,1,3
shower with your dad simulator 2015: do you still shower with your dad,0.99,359050,1,0,0,15,2,15
shower with your dad simulator 2015: do you still shower with your dad,0.99,359050,0,0,0,15,2,15
act of aggression - reboot edition,29.99,318020,0,0,0,0,0,1
get rich or die gaming,2.99,395910,0,1,0,1,0,1
burgers,2.99,385830,1,0,0,0,1,0
burgers,2.99,385830,0,1,0,0,1,0
burgers,2.99,385830,0,0,0,0,1,0
rampage knights,11.99,314410,1,0,0,2,1,1
rampage knights,11.99,314410,0,1,0,2,1,1
rampage knights,11.99,314410,0,0,0,2,1,1
armello,19.99,290340,0,1,0,3,0,3
armello,19.99,290340,0,0,0,3,0,3
stray cat crossing,2.99,385330,0,1,0,1,0,1
stray cat crossing,2.99,385330,0,0,0,1,0,1
labyronia rpg 2,2.99,397500,1,0,0,1,0,1
labyronia rpg 2,2.99,397500,0,1,0,1,0,1
labyronia rpg 2,2.99,397500,0,0,0,1,0,1
immortal defense,9.99,298360,1,0,0,1,1,0
immortal defense,9.99,298360,0,0,0,1,1,0
tinboy,0.99,399430,0,0,0,0,0,1
let the cat in,0.0,369400,0,0,0,2,1,3
let the cat in,0.0,369400,0,0,1,2,1,3
port of call,0.0,356520,0,1,0,0,1,0
port of call,0.0,356520,0,0,0,0,1,0
clown house (palyaço evi),0.0,387970,1,0,0,0,2,0
clown house (palyaço evi),0.0,387970,0,0,1,0,2,0
clown house (palyaço evi),0.0,387970,0,0,0,0,2,0
grandia® ii anniversary edition,19.99,330390,0,0,0,1,0,1
mega man legacy collection / ロックマン クラシックス コレクション,14.99,363440,1,0,0,0,1,0
evoland 2,19.99,359310,1,0,0,0,0,1
evoland 2,19.99,359310,0,1,0,0,0,1
evoland 2,19.99,359310,0,0,0,0,0,1
party hard,12.89,356570,1,0,0,2,0,2
party hard,12.89,356570,0,0,0,2,0,2
warmode,0.0,391460,1,0,0,9,6,18
warmode,0.0,391460,0,0,1,9,6,18
warmode,0.0,391460,0,0,0,9,6,18
amnesia™: memories,29.99,359390,0,1,0,1,0,1
the flock,16.99,290490,1,0,0,1,0,1
the flock,16.99,290490,0,0,0,1,0,1
beach bounce,7.99,352010,0,1,0,0,0,1
beach bounce,7.99,352010,0,0,0,0,0,1
dream of mirror online,0.0,335820,0,1,0,1,0,1
dream of mirror online,0.0,335820,0,0,1,1,0,1
dream of mirror online,0.0,335820,0,0,0,1,0,1
rpg mo,0.0,372800,0,1,0,2,0,2
rpg mo,0.0,372800,0,0,1,2,0,2
rpg mo,0.0,372800,0,0,0,2,0,2
fingered,1.87,384360,0,0,0,1,0,1
ubermosh,0.99,357070,1,0,0,2,0,2
ubermosh,0.99,357070,0,0,0,2,0,2
dream,8.99,229580,0,1,0,2,3,2
dream,8.99,229580,0,0,0,2,3,2
cursed sight,5.99,360550,0,0,0,1,1,0
adam's venture chronicles,9.99,362410,0,1,0,0,1,0
adam's venture chronicles,9.99,362410,0,0,0,0,1,0
fingerbones,0.0,391270,0,1,0,2,0,3
fingerbones,0.0,391270,0,0,1,2,0,3
fingerbones,0.0,391270,0,0,0,2,0,3
stellar 2d,0.99,391070,1,0,0,0,0,1
stellar 2d,0.99,391070,0,0,0,0,0,1
